01/06/2020 01/08/2020 USD BUY GOOGL - ALPHABET INC CAP STK CL A - TRD GOOGL B 0.30498472 at 1387.84 Principal. 0.30498472 1387.84 423.27
01/10/2020 01/14/2020 USD BUY GOOGL - ALPHABET INC CAP STK CL A - TRD GOOGL B 0.99155126 at 1429.8 Principal. 0.99155126 1429.80 1,417.72
01/15/2020 01/17/2020 USD BUY TSLA - TESLA INC COM - TRD TSLA B 0.37564776 at 532.6 Principal. 0.37564776 532.60 200.07
01/31/2020 02/04/2020 USD SELL TSLA - TESLA INC COM - TRD TSLA S 0.37564776 at 636.61 Principal. -0.37564776 636.61 238.11
01/31/2020 02/04/2020 USD BUY UBER - UBER TECHNOLOGIES INC COM - TRD UBER B 9 at 36.01 Agency. 9 36.01 324.09
01/31/2020 02/04/2020 USD BUY UBER - UBER TECHNOLOGIES INC COM - TRD UBER B 0.40516523 at 36.01 Principal. 0.40516523 36.01 15.61
